5540	113450	\N
76980	69460	\N
428910	16120	\N
48460	76690	\N
453370	285310	\N
5540	178550	\N
534120	299900	\N
5540	469790	\N
48460	77140	\N
5540	58790	\N
5540	374350	\N
196160	396330	\N
5540	12990	\N
5540	134070	\N
295940	113400	\N
5540	45980	\N
453380	453420	\N
534120	285350	\N
184530	493660	\N
265830	432100	\N
5540	124220	\N
453450	453380	\N
513000	414990	\N
5540	100120	\N
170840	170820	\N
5540	85630	\N
5540	49260	\N
5540	619060	\N
196160	15010	\N
414990	247210	\N
5540	6500	\N
5540	162060	\N
5540	90690	\N
5540	205560	\N
5540	63100	\N
5540	51910	\N
5540	593330	\N
76980	77150	\N
184530	124830	\N
76980	76920	\N
5540	235350	\N
534120	186870	\N
453370	453430	\N
5540	16890	\N
5540	16320	\N
5540	68650	\N
48460	76980	\N
5540	416360	\N
265830	76810	\N
5540	387470	\N
5540	430060	\N
428910	101960	\N
265830	501380	\N
414990	159170	\N
5540	427230	\N
453400	62820	\N
5540	79820	\N
5540	136470	\N
390460	275610	\N
5540	24160	\N
48460	210440	\N
76920	77310	\N
5540	183090	\N
5540	446340	\N
390460	178870	\N
5540	27380	\N
5540	51550	\N
477580	513000	\N
5540	81930	\N
184530	248950	\N
5540	199770	\N
5540	67600	\N
5540	47800	\N
390460	513010	\N
5540	93080	\N
5540	166390	\N
5540	13350	\N
48460	158040	\N
170840	50530	\N
5540	114630	\N
5540	378990	\N
390460	129910	\N
5540	621110	\N
265830	437420	\N
295940	73790	\N
5540	164380	\N
5540	125260	\N
5540	189570	\N
5540	228990	\N
295940	198090	\N
76920	16680	\N
5540	600070	\N
265830	96010	\N
5540	47790	\N
453370	453450	\N
414990	386900	\N
5540	268490	\N
5540	141970	\N
5540	408460	\N
477580	95990	\N
5540	178600	\N
295940	420050	\N
5540	35440	\N
184530	378310	\N
5540	213430	\N
5540	131060	\N
390460	36600	\N
5540	840	\N
170840	21030	\N
453370	260790	\N
76920	182810	\N
48460	76580	\N
170840	327330	\N
453400	396320	\N
265830	18120	\N
453420	565360	\N
5540	492720	\N
5540	138010	\N
76980	450460	\N
390460	257530	\N
390460	510380	\N
5540	55590	\N
76980	384120	\N
5540	69200	\N
48460	77060	\N
5540	185300	\N
534120	82980	\N
5540	48050	\N
5540	110390	\N
5540	526050	\N
265830	403600	\N
5540	192650	\N
5540	431900	\N
5540	383120	\N
170840	387000	\N
5540	186070	\N
5540	117780	\N
182810	273650	\N
534120	201870	\N
48460	127020	\N
5540	48390	\N
414990	280280	\N
76920	63140	\N
48460	101010	\N
5540	54050	\N
5540	96180	\N
182810	428910	\N
5540	47880	\N
5540	18490	\N
5540	76940	\N
184530	257020	\N
5540	30570	\N
76920	77200	\N
5540	192070	\N
5540	35510	\N
5540	133400	\N
48460	68860	\N
5540	285580	\N
265830	140550	\N
5540	198010	\N
5540	579330	\N
5540	232340	\N
5540	257790	\N
5540	240960	\N
5540	95940	\N
5540	52250	\N
5540	144700	\N
5540	40610	\N
453370	193650	\N
5540	2890	\N
184530	18230	\N
453400	143270	\N
170840	170850	\N
5540	19960	\N
5540	85170	\N
5540	181870	\N
5540	146160	\N
170840	513000	\N
170840	170880	\N
453380	87870	\N
534120	636600	\N
390460	272190	\N
48460	273650	\N
453380	308620	\N
414990	217760	\N
5540	310840	\N
5540	176770	\N
48460	66760	\N
265830	456520	\N
5540	104240	\N
428910	60130	\N
5540	70240	\N
5540	31310	\N
5540	326970	\N
5540	48460	\N
5540	59070	\N
5540	247040	\N
184530	406550	\N
5540	309160	\N
48460	76920	\N
76980	379310	\N
170840	91600	\N
48460	77150	\N
5540	145410	\N
5540	77190	\N
5540	556590	\N
5540	29360	\N
5540	13420	\N
48460	91390	\N
5540	175960	\N
414990	513000	\N
5540	307420	\N
5540	145190	\N
5540	66640	\N
48460	136370	\N
5540	179980	\N
453420	184040	\N
48460	76770	\N
5540	183150	\N
295940	423610	\N
5540	80280	\N
5540	88030	\N
5540	107720	\N
76980	77240	\N
5540	267920	\N
5540	62970	\N
48460	5540	\N
5540	60630	\N
5540	286930	\N
5540	341180	\N
5540	216680	\N
5540	25330	\N
295940	5540	\N
5540	154510	\N
5540	455660	\N
48460	607530	\N
170840	592720	\N
5540	204380	\N
76980	67860	\N
5540	17360	\N
5540	26170	\N
5540	614860	\N
5540	101810	\N
265830	280090	\N
453370	453420	\N
48460	77300	\N
5540	393010	\N
48460	475020	\N
5540	128750	\N
48460	76990	\N
182810	396330	\N
5540	73460	\N
5540	58260	\N
76920	77240	\N
5540	334100	\N
265830	46050	\N
5540	59990	\N
5540	44290	\N
48460	69020	\N
5540	163300	\N
5540	232910	\N
184530	228610	\N
184530	117700	\N
265830	20850	\N
5540	285210	\N
265830	450290	\N
295940	191490	\N
453380	285310	\N
5540	139840	\N
5540	246090	\N
5540	20340	\N
5540	148630	\N
5540	310850	\N
184530	212330	\N
5540	509480	\N
5540	235780	\N
5540	505690	\N
5540	401890	\N
453400	453380	\N
453370	453390	\N
5540	128540	\N
5540	89850	\N
5540	499020	\N
5540	416260	\N
5540	137660	\N
513000	48460	\N
48460	326650	\N
5540	215620	\N
5540	60720	\N
48460	69010	\N
5540	88950	\N
453370	308620	\N
390460	405560	\N
5540	68810	\N
5540	574300	\N
428910	390640	\N
265830	76970	\N
5540	192590	\N
76980	136480	\N
5540	267340	\N
5540	81970	\N
184530	258820	\N
5540	265840	\N
48460	100950	\N
453370	453440	\N
184530	157390	\N
5540	148110	\N
48460	77080	\N
5540	316930	\N
76920	77140	\N
5540	133630	\N
182810	52120	\N
5540	184420	\N
5540	217540	\N
5540	144430	\N
5540	32610	\N
5540	162210	\N
5540	7220	\N
5540	566290	\N
5540	449380	\N
5540	136890	\N
48460	460190	\N
5540	453880	\N
5540	178750	\N
5540	343530	\N
453370	179670	\N
5540	464070	\N
76920	196540	\N
48460	230330	\N
48460	77100	\N
265830	313620	\N
48460	76840	\N
5540	109780	\N
5540	13000	\N
5540	415140	\N
5540	186680	\N
76980	235120	\N
5540	30590	\N
5540	175040	\N
5540	278790	\N
5540	145650	\N
5540	169520	\N
48460	6820	\N
5540	623950	\N
48460	79320	\N
48460	7300	\N
453420	113370	\N
5540	46760	\N
5540	144690	\N
48460	411020	\N
48460	224210	\N
5540	170540	\N
48460	63740	\N
453480	453370	\N
5540	156170	\N
295940	99770	\N
414990	141600	\N
48460	136970	\N
184530	194430	\N
295940	409930	\N
48460	63180	\N
428910	428920	\N
5540	59720	\N
5540	309100	\N
48460	38120	\N
453480	453420	\N
5540	239440	\N
5540	163340	\N
5540	250360	\N
5540	144450	\N
5540	203040	\N
48460	60130	\N
76980	76970	\N
48460	77220	\N
5540	418870	\N
5540	63640	\N
265830	265900	\N
5540	194270	\N
5540	158090	\N
390460	318270	\N
5540	137810	\N
5540	73380	\N
5540	183290	\N
48460	186610	\N
5540	81490	\N
5540	206100	\N
5540	7360	\N
5540	144170	\N
5540	6420	\N
48460	52300	\N
48460	16790	\N
48460	63170	\N
390460	84320	\N
5540	28680	\N
5540	124300	\N
5540	145430	\N
5540	95170	\N
5540	267860	\N
76980	232270	\N
5540	127620	\N
5540	127470	\N
5540	82870	\N
390460	319040	\N
5540	244830	\N
5540	96010	\N
48460	206740	\N
428910	188190	\N
453380	453450	\N
5540	154940	\N
5540	43890	\N
5540	143300	\N
182810	632060	\N
5540	498620	\N
295940	2070	\N
5540	242520	\N
453380	180180	\N
295940	285310	\N
295940	544710	\N
295940	453480	\N
5540	21010	\N
5540	2070	\N
5540	157590	\N
5540	177280	\N
76980	182810	\N
76980	97950	\N
5540	342190	\N
5540	74660	\N
5540	55870	\N
184530	463120	\N
5540	71480	\N
48460	52680	\N
5540	304170	\N
76920	76840	\N
5540	65390	\N
5540	384490	\N
265830	260320	\N
184530	526630	\N
5540	31350	\N
5540	138530	\N
184530	244980	\N
453450	265830	\N
5540	453910	\N
182810	453450	\N
76980	6820	\N
5540	229310	\N
5540	53760	\N
5540	300540	\N
5540	249000	\N
295940	480100	\N
5540	31470	\N
5540	44680	\N
5540	454700	\N
5540	82270	\N
453480	295940	\N
5540	194570	\N
5540	30280	\N
453400	565350	\N
5540	54280	\N
5540	426000	\N
5540	106070	\N
182810	534120	\N
5540	293010	\N
5540	309120	\N
453380	258720	\N
5540	28480	\N
5540	73700	\N
76920	77330	\N
295940	60680	\N
453370	453410	\N
5540	183660	\N
5540	442870	\N
5540	229070	\N
76980	77320	\N
295940	480930	\N
5540	178560	\N
5540	177020	\N
5540	145350	\N
196160	181780	\N
5540	159410	\N
5540	193400	\N
5540	110	\N
265830	472510	\N
184530	96440	\N
428910	378610	\N
5540	371470	\N
5540	192400	\N
182810	48460	\N
5540	72690	\N
76920	384120	\N
5540	206370	\N
5540	128820	\N
170840	113660	\N
5540	49810	\N
5540	115790	\N
5540	114490	\N
534120	400680	\N
390460	200270	\N
170840	123020	\N
534120	395110	\N
76980	77220	\N
5540	40700	\N
5540	162230	\N
453420	41160	\N
184530	150540	\N
5540	475090	\N
196160	196120	\N
5540	194430	\N
5540	60620	\N
5540	387000	\N
5540	86080	\N
5540	183100	\N
5540	550340	\N
5540	127770	\N
5540	73780	\N
182810	184530	\N
5540	73290	\N
5540	18000	\N
428910	183130	\N
5540	73110	\N
5540	194370	\N
5540	91260	\N
390460	44010	\N
5540	404570	\N
5540	401580	\N
196160	79780	\N
295940	72810	\N
5540	59080	\N
5540	238930	\N
5540	235940	\N
48460	145280	\N
5540	385410	\N
5540	139200	\N
48460	76710	\N
5540	196250	\N
5540	115230	\N
265830	488580	\N
196160	62560	\N
5540	154790	\N
48460	24320	\N
5540	71570	\N
5540	51940	\N
265830	194560	\N
5540	60880	\N
48460	76850	\N
5540	48760	\N
5540	99910	\N
5540	31400	\N
5540	68570	\N
170840	35000	\N
5540	475830	\N
5540	56370	\N
5540	33940	\N
5540	109640	\N
170840	111910	\N
5540	58370	\N
48460	448390	\N
5540	128940	\N
5540	144470	\N
5540	52800	\N
48460	77240	\N
5540	178900	\N
5540	14800	\N
5540	240030	\N
513000	196160	\N
5540	468190	\N
48460	17330	\N
48460	15240	\N
5540	150250	\N
295940	14630	\N
48460	68640	\N
5540	115890	\N
48460	4710	\N
48460	105810	\N
5540	68760	\N
170840	109780	\N
48460	115290	\N
5540	246030	\N
76920	76910	\N
5540	26900	\N
76980	77140	\N
5540	24070	\N
48460	77230	\N
76980	14690	\N
295940	453380	\N
390460	331400	\N
5540	115250	\N
48460	326590	\N
5540	313880	\N
5540	77300	\N
5540	491420	\N
5540	13030	\N
5540	109710	\N
48460	69400	\N
265830	456500	\N
48460	136900	\N
5540	15800	\N
5540	175680	\N
5540	8490	\N
5540	218670	\N
5540	60080	\N
295940	112780	\N
5540	16630	\N
48460	382890	\N
5540	81460	\N
5540	29940	\N
48460	182810	\N
453370	453380	\N
513000	182810	\N
5540	101270	\N
5540	67140	\N
5540	6830	\N
5540	64090	\N
265830	199800	\N
184530	30120	\N
428910	479350	\N
48460	67860	\N
265830	164380	\N
5540	79780	\N
76980	76810	\N
5540	138040	\N
5540	188290	\N
5540	176510	\N
5540	341440	\N
5540	66310	\N
184530	20910	\N
5540	69680	\N
5540	8920	\N
295940	150400	\N
453420	315020	\N
48460	68690	\N
5540	89040	\N
5540	321730	\N
5540	16470	\N
295940	60700	\N
265830	139750	\N
5540	14130	\N
5540	63670	\N
5540	31490	\N
5540	103010	\N
5540	227060	\N
5540	169310	\N
5540	25510	\N
5540	76810	\N
182810	109780	\N
5540	144400	\N
5540	11130	\N
5540	28620	\N
5540	8790	\N
5540	137620	\N
5540	15670	\N
453400	453420	\N
265830	188450	\N
5540	59480	\N
5540	109730	\N
5540	411550	\N
414990	562070	\N
5540	124940	\N
5540	73180	\N
5540	145210	\N
428910	547890	\N
182810	297570	\N
48460	111620	\N
5540	65770	\N
48460	76660	\N
170840	314930	\N
5540	128650	\N
5540	414830	\N
48460	850	\N
76980	265280	\N
5540	94430	\N
453370	453400	\N
5540	304210	\N
5540	133590	\N
48460	515930	\N
5540	157460	\N
390460	107890	\N
295940	75100	\N
5540	349190	\N
5540	451140	\N
265830	226430	\N
453450	453400	\N
170840	10520	\N
5540	14760	\N
5540	139360	\N
5540	386880	\N
5540	136850	\N
48460	431520	\N
184530	74810	\N
76980	66250	\N
5540	465970	\N
5540	14560	\N
265830	46310	\N
5540	37870	\N
5540	133420	\N
453420	518410	\N
5540	217760	\N
295940	464690	\N
5540	383630	\N
170840	189090	\N
5540	84920	\N
453400	453450	\N
453400	295940	\N
5540	5490	\N
5540	214810	\N
453370	332080	\N
5540	18590	\N
5540	59100	\N
5540	22920	\N
48460	48070	\N
295940	448190	\N
453400	453410	\N
196160	513000	\N
5540	415210	\N
295940	236700	\N
48460	35770	\N
265830	453450	\N
5540	184410	\N
5540	459160	\N
5540	2870	\N
76920	76980	\N
48460	77320	\N
48460	206870	\N
5540	387410	\N
184530	109690	\N
48460	68570	\N
5540	308610	\N
5540	236220	\N
5540	29400	\N
76920	6820	\N
5540	59160	\N
5540	6360	\N
5540	68700	\N
48460	101120	\N
428910	412100	\N
5540	507620	\N
265830	434150	\N
5540	39830	\N
5540	171960	\N
5540	154480	\N
5540	155610	\N
265830	343180	\N
5540	227850	\N
5540	175450	\N
5540	67020	\N
265830	96270	\N
453420	192140	\N
5540	401010	\N
453450	182810	\N
5540	175980	\N
5540	122850	\N
5540	7120	\N
5540	79690	\N
48460	283480	\N
295940	28050	\N
5540	93250	\N
5540	127430	\N
5540	59120	\N
428910	183290	\N
48460	16680	\N
5540	65930	\N
5540	188360	\N
5540	174480	\N
196160	90310	\N
5540	148300	\N
5540	59350	\N
5540	175780	\N
5540	37680	\N
265830	236450	\N
5540	95650	\N
5540	66740	\N
5540	106080	\N
5540	29020	\N
5540	414970	\N
5540	257170	\N
5540	31440	\N
5540	55610	\N
182810	477580	\N
5540	16640	\N
5540	164970	\N
5540	145660	\N
5540	76270	\N
5540	228060	\N
196160	114120	\N
170840	65760	\N
5540	69000	\N
5540	189230	\N
5540	93900	\N
5540	181250	\N
5540	120490	\N
5540	198500	\N
5540	133510	\N
76980	77080	\N
5540	238450	\N
5540	92100	\N
295940	85710	\N
5540	229040	\N
5540	130330	\N
5540	14410	\N
5540	440200	\N
196160	8690	\N
5540	83130	\N
5540	49580	\N
5540	176450	\N
390460	129970	\N
48460	100980	\N
5540	31430	\N
48460	136480	\N
5540	96110	\N
5540	230060	\N
5540	205110	\N
5540	47330	\N
5540	116710	\N
5540	23460	\N
5540	62540	\N
5540	459650	\N
428910	183190	\N
5540	156720	\N
265830	265890	\N
5540	103030	\N
265830	238700	\N
5540	108490	\N
5540	547420	\N
170840	74000	\N
390460	113250	\N
295940	453420	\N
453450	453370	\N
48460	108040	\N
534120	58200	\N
295940	124480	\N
196160	48460	\N
5540	194010	\N
5540	259330	\N
48460	100970	\N
5540	178580	\N
5540	56200	\N
5540	74020	\N
5540	186540	\N
534120	199140	\N
453420	453380	\N
184530	373020	\N
5540	210740	\N
48460	31430	\N
265830	59820	\N
5540	80450	\N
5540	40660	\N
76920	76930	\N
5540	29930	\N
5540	166780	\N
295940	38600	\N
182810	257070	\N
295940	401110	\N
5540	80770	\N
184530	109620	\N
5540	137830	\N
5540	21020	\N
428910	450290	\N
428910	547880	\N
48460	77090	\N
5540	21490	\N
5540	77210	\N
5540	53940	\N
390460	269310	\N
5540	22330	\N
5540	614850	\N
5540	112830	\N
196160	114360	\N
76980	77250	\N
5540	73860	\N
5540	138970	\N
295940	120510	\N
265830	432110	\N
48460	313540	\N
184530	87890	\N
184530	118570	\N
182810	76980	\N
5540	113010	\N
5540	7620	\N
5540	245640	\N
184530	133660	\N
265830	469370	\N
5540	63050	\N
477580	96110	\N
265830	105670	\N
48460	52250	\N
5540	239460	\N
428910	502790	\N
5540	145420	\N
390460	273870	\N
5540	9790	\N
5540	31360	\N
453450	453480	\N
5540	81020	\N
390460	223390	\N
390460	77650	\N
5540	63660	\N
5540	305630	\N
5540	68640	\N
48460	76930	\N
5540	124700	\N
5540	14950	\N
5540	29710	\N
5540	263480	\N
5540	47040	\N
5540	27910	\N
5540	188520	\N
5540	499630	\N
5540	125070	\N
5540	386940	\N
428910	547360	\N
5540	503000	\N
5540	115490	\N
5540	341940	\N
76920	235120	\N
170840	282660	\N
5540	79930	\N
5540	185110	\N
5540	71960	\N
182810	621510	\N
184530	320330	\N
5540	7500	\N
5540	137050	\N
5540	454490	\N
5540	112850	\N
48460	31090	\N
5540	73470	\N
5540	302400	\N
5540	157830	\N
5540	130730	\N
5540	139890	\N
5540	240280	\N
5540	181550	\N
48460	515940	\N
5540	183970	\N
196160	461020	\N
48460	194370	\N
48460	60630	\N
182810	5540	\N
5540	297790	\N
5540	216960	\N
390460	513000	\N
5540	64690	\N
76980	78580	\N
5540	2800	\N
5540	99480	\N
5540	509980	\N
184530	211230	\N
5540	324890	\N
5540	30990	\N
5540	201810	\N
5540	33410	\N
5540	16660	\N
5540	16170	\N
5540	300550	\N
48460	461990	\N
170840	314990	\N
184530	88370	\N
5540	29730	\N
428910	531170	\N
265830	177170	\N
428910	183280	\N
5540	105480	\N
5540	145380	\N
5540	10830	\N
414990	133370	\N
5540	99350	\N
182810	58200	\N
513000	477580	\N
5540	2860	\N
5540	139800	\N
5540	6950	\N
265830	451140	\N
5540	282660	\N
5540	57380	\N
428910	224300	\N
170840	7670	\N
48460	235170	\N
5540	486340	\N
5540	73560	\N
5540	179080	\N
5540	343570	\N
5540	128080	\N
5540	559290	\N
5540	27260	\N
5540	295940	\N
5540	449390	\N
170840	27140	\N
48460	613970	\N
5540	112300	\N
5540	59800	\N
5540	557940	\N
5540	219680	\N
5540	373960	\N
428910	563460	\N
48460	117400	\N
428910	182810	\N
170840	10530	\N
76980	63090	\N
5540	148460	\N
265830	30520	\N
76980	127470	\N
48460	524400	\N
5540	209990	\N
5540	469160	\N
5540	126770	\N
453420	453400	\N
265830	239190	\N
5540	92770	\N
170840	563370	\N
48460	136340	\N
5540	352230	\N
48460	196160	\N
48460	71980	\N
5540	182670	\N
48460	76740	\N
5540	162390	\N
5540	114360	\N
453370	343440	\N
182810	285350	\N
5540	182810	\N
48460	199760	\N
5540	73630	\N
265830	229380	\N
5540	216200	\N
5540	139350	\N
5540	221810	\N
170840	116610	\N
390460	109470	\N
5540	17710	\N
48460	379730	\N
5540	455320	\N
5540	452830	\N
5540	99430	\N
5540	26140	\N
184530	307490	\N
48460	457900	\N
5540	192250	\N
5540	614870	\N
5540	80380	\N
184530	150350	\N
295940	175780	\N
5540	114350	\N
48460	132990	\N
5540	180770	\N
453400	453370	\N
5540	188300	\N
5540	76990	\N
48460	63220	\N
5540	269130	\N
5540	429680	\N
295940	626530	\N
5540	73570	\N
5540	436490	\N
5540	65060	\N
5540	455310	\N
453400	270030	\N
5540	71980	\N
184530	189550	\N
5540	50690	\N
196160	87720	\N
76980	76930	\N
453380	453370	\N
5540	111960	\N
265830	104110	\N
5540	177170	\N
453450	48460	\N
5540	209730	\N
5540	94880	\N
5540	229500	\N
5540	115910	\N
5540	73650	\N
5540	185840	\N
428910	127950	\N
5540	105950	\N
48460	136430	\N
5540	451150	\N
5540	68380	\N
5540	178190	\N
48460	94360	\N
5540	53120	\N
5540	337790	\N
5540	185020	\N
5540	26160	\N
5540	186860	\N
5540	120610	\N
265830	311120	\N
5540	293030	\N
76980	307810	\N
5540	209950	\N
5540	128000	\N
5540	247090	\N
5540	145370	\N
5540	265910	\N
5540	21140	\N
5540	66340	\N
5540	51970	\N
5540	247210	\N
453400	565360	\N
5540	125230	\N
5540	478640	\N
5540	42860	\N
5540	179800	\N
184530	301640	\N
5540	542500	\N
5540	315210	\N
196160	182810	\N
5540	230110	\N
5540	483990	\N
182810	196160	\N
5540	119680	\N
5540	101060	\N
5540	63210	\N
513000	170840	\N
5540	386820	\N
5540	23150	\N
76980	77330	\N
5540	213620	\N
182810	77330	\N
48460	515950	\N
5540	52900	\N
5540	56140	\N
5540	294870	\N
5540	226580	\N
453370	396370	\N
196160	159510	\N
5540	288700	\N
5540	59130	\N
76920	241050	\N
5540	65910	\N
5540	137250	\N
5540	213000	\N
453420	453370	\N
5540	56910	\N
48460	107550	\N
453370	350610	\N
170840	250480	\N
5540	49380	\N
48460	18150	\N
182810	513000	\N
390460	257600	\N
390460	233900	\N
48460	85160	\N
5540	48870	\N
453420	185120	\N
5540	43400	\N
5540	46610	\N
48460	101060	\N
265830	285070	\N
5540	407550	\N
5540	134460	\N
170840	127260	\N
5540	146290	\N
513000	390460	\N
5540	301780	\N
5540	58200	\N
5540	55860	\N
5540	97950	\N
5540	136710	\N
5540	210140	\N
5540	16790	\N
5540	482940	\N
170840	327750	\N
48460	63140	\N
5540	281410	\N
5540	11230	\N
295940	4230	\N
182810	62560	\N
5540	583240	\N
5540	273040	\N
5540	52300	\N
5540	106710	\N
5540	162690	\N
5540	48660	\N
390460	202590	\N
453400	331760	\N
48460	76800	\N
5540	126680	\N
5540	180660	\N
453370	295940	\N
5540	105670	\N
265830	265860	\N
5540	218790	\N
5540	124880	\N
5540	453460	\N
390460	113240	\N
453450	513000	\N
5540	34300	\N
5540	23720	\N
453400	2060	\N
453480	453450	\N
5540	18800	\N
390460	226690	\N
5540	222390	\N
5540	146200	\N
5540	119540	\N
5540	430430	\N
5540	378440	\N
265830	117660	\N
5540	128890	\N
453370	453470	\N
48460	85680	\N
48460	840	\N
48460	21320	\N
